[Time=2018-04-14 03:22:11.871-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]core server thread 20 started
[Time=2018-04-14 03:22:12.052-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]using {ExactiveService, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Xcalibur\system\Exactive\bin\ExactiveService.exe"", Release"}; {ExactiveManager, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Windows\assembly\GAC_MSIL\ExactiveManager\2.8.1.2806__afdcd0a06562c881\ExactiveManager.dll"", Release"}; {ThermoFisher.Foundation.IO, Version=3.1.94.0, Culture=neutral, PublicKeyToken=7336a1ad73b8d604, "C:\Windows\Microsoft.Net\assembly\GAC_32\ThermoFisher.Foundation.IO\v4.0_3.1.94.0__7336a1ad73b8d604\ThermoFisher.Foundation.IO.dll"", "}; {Exactive, Version=2.8.1.2806, Culture=neutral, PublicKeyToken=afdcd0a06562c881, "C:\Windows\assembly\GAC_MSIL\Exactive\2.8.1.2806__afdcd0a06562c881\Exactive.dll"", Release"}; {mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089, "C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorlib.dll"", "}
[Time=2018-04-14 03:22:07.697-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]IoNode for Q Exactive created
[Time=2018-04-14 03:22:07.743-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Type=logging]communication thread 18 started
[Time=2018-04-16 15:35:42.838-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of CalibrateSelectionHead: SetSelected(-1)
[Time=2018-04-16 15:35:42.838-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of EvaluateSelectionHead: SetSelected(-1)
[Time=2018-04-16 15:35:46.098-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of C-Trap Charge Detection Scaling (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.098-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Mass Resolution dep. Test (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.099-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Mass RF Amp. dep. Test (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.100-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Mass Space Charge dep. Test (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.100-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Analyzer Accuracy (pos) check: SetSelected(0)
[Time=2018-04-16 15:35:46.101-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT Phase Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.102-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT Match Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.102-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT RF Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.103-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT Res Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.104-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT Target Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.104-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT Time Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.105-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT HV Offset Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.107-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT DE Measure Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.107-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT first det mass Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.108-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT first iso mass Dependency Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.108-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT Hardware Checks (pos: SetSelected(0)
[Time=2018-04-16 15:35:46.109-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of eFT Parameter (pos) check: SetSelected(0)
[Time=2018-04-16 15:35:46.109-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Base Evaluation (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.110-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Iso Mass/Res. Eval.: SetSelected(0)
[Time=2018-04-16 15:35:46.110-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Q Transmission Evaluation: SetSelected(0)
[Time=2018-04-16 15:35:46.111-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Isolation Evaluation (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.111-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Spectral Mass Accuracy Test (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.112-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Mass Check (pos): SetSelected(0)
[Time=2018-04-16 15:35:46.112-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Positive Ion Evaluation: SetSelected(0)
[Time=2018-04-16 15:35:50.690-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of HCD evaluation: SetSelected(1)
[Time=2018-04-16 15:35:52.194-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Informing instrument about the current data system user 25P7XG2\Thermo Scientific()
[Time=2018-04-16 15:35:52.194-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Starting procedure Evaluate()
[Time=2018-04-16 15:35:52.310-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info]= = = Running Evaluation.. = = =
[Time=2018-04-16 15:35:52.312-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info] 'Quadrupole RF Frequency' running ...
[Time=2018-04-16 15:35:58.557-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info] 'Quadrupole RF Frequency' Ok: 858.73 / 858.90kHz, w=3.5kHz, m=0.7%
[Time=2018-04-16 15:35:58.560-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing msx_instrument_files\procedure_history: done
[Time=2018-04-16 15:35:58.561-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing Procedure_Results\Evaluate\Extra_Evaluation\Electronics\Quadrupole_RF_Frequency\Quadrupole_RF_Frequency.data: done
[Time=2018-04-16 15:35:58.563-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info] 'Flatapole RF' running ...
[Time=2018-04-16 15:36:00.563-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info]3.205 MHz / 250.3 Vpp at Setpoint 250.0
[Time=2018-04-16 15:36:02.563-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info]3.208 MHz / 499.7 Vpp at Setpoint 500.0
[Time=2018-04-16 15:36:04.564-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info]3.208 MHz / 749.2 Vpp at Setpoint 750.0
[Time=2018-04-16 15:36:04.575-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info] 'Flatapole RF' Ok: 3.21/3.21MHz, 749Vpp
[Time=2018-04-16 15:36:04.576-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing msx_instrument_files\procedure_history: done
[Time=2018-04-16 15:36:04.577-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing Procedure_Results\Evaluate\Extra_Evaluation\Electronics\Flatapole_RF\Flatapole_RF.data: done
[Time=2018-04-16 15:36:04.582-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info] 'HCD RF' running ...
[Time=2018-04-16 15:36:06.580-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info]2.741 MHz / 241.5 Vpp at Setpoint 250.0
[Time=2018-04-16 15:36:08.580-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info]2.741 MHz / 483.7 Vpp at Setpoint 500.0
[Time=2018-04-16 15:36:10.580-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info]2.739 MHz / 716.6 Vpp at Setpoint 750.0
[Time=2018-04-16 15:36:10.587-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info] 'HCD RF' Ok: 2.74/2.74MHz, 717Vpp
[Time=2018-04-16 15:36:10.592-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing msx_instrument_files\procedure_history: done
[Time=2018-04-16 15:36:10.593-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing Procedure_Results\Evaluate\Extra_Evaluation\Electronics\HCD_RF\HCD_RF.data: done
[Time=2018-04-16 15:36:10.597-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=info] 'HCD evaluation' running ...
[Time=2018-04-16 15:36:19.924-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=error]HCD evaluation: TIC of 524.26 is too low (below 1e6)
[Time=2018-04-16 15:36:19.935-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing msx_instrument_files\procedure_history: done
[Time=2018-04-16 15:36:19.936-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing Procedure_Results\Evaluate\Diagnostics_ServiceSupport\HCD_evaluation\HCD_evaluation.data: done
[Time=2018-04-16 15:36:19.944-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing reports\temp\plot_0.txt: done
[Time=2018-04-16 15:36:19.945-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Convert request:  inputmodel="GraphTxtV1" outputmodel="Image" inputpath="reports\temp\plot_0.txt" outputpath="reports\temp\plot_0.png"
[Time=2018-04-16 15:36:19.947-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Writing reports\temp\report_template.txt: done
[Time=2018-04-16 15:36:20.044-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Inst=Q Exactive][Conn=TCP(IRS1:6019->Q Exactive:44630)][Type=logging]Convert request:  inputmodel="CellXmlv1" outputmodel="Pdf" inputpath="reports\temp\report_template.txt" outputpath="reports\001999B9CC49_Evaluation_2018-04-16_15-35-51.pdf"
[Time=2018-04-16 15:36:20.046-05:00][Acc=(none)][User=(none)][Comp=(none)][App=(none)][PID=-1][Inst=Q Exactive][Type=warning]Evaluation end. 1 of 4 procedures failed.
[Time=2018-04-16 15:36:20.702-05:00][Acc=25P7XG2\ExactiveUser][User=ExactiveUser][Comp=25P7XG2][App=ExactiveService][PID=1872][Type=info]Document C:\Xcalibur\system\Exactive\Instrument\reports\001999B9CC49_Evaluation_2018-04-16_15-35-51.pdf generated.
[Time=2018-04-16 15:36:24.236-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Calling function of UserDialog: UserButtonClick(OK)
[Time=2018-04-16 15:36:26.396-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of HCD evaluation: SetSelected(0)
[Time=2018-04-16 15:36:34.159-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value SourceAuxFlowRate to 1
[Time=2018-04-16 15:37:12.899-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value SourceAuxFlowRate to 5
[Time=2018-04-16 15:38:03.258-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value SourceAuxFlowRate to 0
[Time=2018-04-16 15:38:34.406-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeLow to 521.50
[Time=2018-04-16 15:38:34.406-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeHigh to 526.50
[Time=2018-04-16 15:38:34.407-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeLow to 521.50
[Time=2018-04-16 15:38:34.407-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeHigh to 526.50
[Time=2018-04-16 15:38:42.455-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanMaxInjectTime to 50
[Time=2018-04-16 15:39:06.690-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeLow to 523.00
[Time=2018-04-16 15:39:06.690-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeHigh to 525.00
[Time=2018-04-16 15:39:06.691-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeLow to 523.00
[Time=2018-04-16 15:39:06.691-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeHigh to 525.00
[Time=2018-04-16 15:39:17.150-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeLow to 521.50
[Time=2018-04-16 15:39:17.150-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeHigh to 526.50
[Time=2018-04-16 15:39:17.151-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeLow to 521.50
[Time=2018-04-16 15:39:17.151-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeHigh to 526.50
[Time=2018-04-16 15:39:40.644-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeLow to 1519.50
[Time=2018-04-16 15:39:40.645-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeHigh to 1524.50
[Time=2018-04-16 15:39:40.645-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeLow to 1519.50
[Time=2018-04-16 15:39:40.645-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeHigh to 1524.50
[Time=2018-04-16 15:40:04.138-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeLow to 192.50
[Time=2018-04-16 15:40:04.139-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeHigh to 197.50
[Time=2018-04-16 15:40:04.139-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeLow to 192.50
[Time=2018-04-16 15:40:04.139-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeHigh to 197.50
[Time=2018-04-16 15:40:24.631-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeLow to 150.00
[Time=2018-04-16 15:40:24.632-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeHigh to 197.50
[Time=2018-04-16 15:40:24.632-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeLow to 150.00
[Time=2018-04-16 15:40:24.633-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeHigh to 197.50
[Time=2018-04-16 15:40:27.049-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeLow to 150.00
[Time=2018-04-16 15:40:27.049-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanIsolationRangeHigh to 2000.00
[Time=2018-04-16 15:40:27.050-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeLow to 150.00
[Time=2018-04-16 15:40:27.050-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value DefScanRangeHigh to 2000.00
[Time=2018-04-16 15:40:33.459-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=info]Setting instrument value SourceSprayVoltage to 4000
[Time=2018-04-16 15:41:17.924-05:00][Acc=25P7XG2\Thermo Scientific][User=][Comp=25P7XG2][App=ExactiveTune][PID=5608][Inst=Q Exactive][Conn=TCP(ICS1:6020->Q Exactive:50754)][Type=logging]Calling function of Readback and Voltage check: SetSelected(1)
